Ethnicity,Year,Region,Gender,Age,Socio-economic classification,Household income,Value
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Sussex,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Thames Valley,All,16+,All,All,9.7
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",South West,All,16+,All,All,21.7
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Avon and Somerset,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Devon and Cornwall,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Dorset,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Gloucestershire,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Wiltshire,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Wales,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Dyfed-Powys,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",Gwent,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",North Wales,All,16+,All,All,?
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",South Wales,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,All,All,15.7
Other,"2017/18, 2018/19 and 2019/20",North East,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Cleveland,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Durham,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Northumbria,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",North West,All,16+,All,All,17.9
Other,"2017/18, 2018/19 and 2019/20",Cheshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Cumbria,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Greater Manchester,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Lancashire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Merseyside,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Yorkshire and the Humber,All,16+,All,All,20.9
Other,"2017/18, 2018/19 and 2019/20",Humberside,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",North Yorkshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",South Yorkshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",West Yorkshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",East Midlands,All,16+,All,All,11.0
Other,"2017/18, 2018/19 and 2019/20",Derbyshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Leicestershire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Lincolnshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Northamptonshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Nottinghamshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",West Midlands Region,All,16+,All,All,26.5
Other,"2017/18, 2018/19 and 2019/20",Staffordshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Warwickshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",West Mercia,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",West Midlands,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",East,All,16+,All,All,15.2
Other,"2017/18, 2018/19 and 2019/20",Bedfordshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Cambridgeshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Essex,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Hertfordshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Norfolk,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Suffolk,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",London,All,16+,All,All,14.2
Other,"2017/18, 2018/19 and 2019/20",City of London / Metropolitan Police,All,16+,All,All,14.2
Other,"2017/18, 2018/19 and 2019/20",South East,All,16+,All,All,15.5
Other,"2017/18, 2018/19 and 2019/20",Hampshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Kent,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Surrey,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Sussex,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Thames Valley,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",South West,All,16+,All,All,12.2
Other,"2017/18, 2018/19 and 2019/20",Avon and Somerset,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Devon and Cornwall,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Dorset,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Gloucestershire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Wiltshire,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Wales,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Dyfed-Powys,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",Gwent,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",North Wales,All,16+,All,All,?
Other,"2017/18, 2018/19 and 2019/20",South Wales,All,16+,All,All,?
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,All,All,13.9
White,"2017/18, 2018/19 and 2019/20",North East,All,16+,All,All,9.6
White,"2017/18, 2018/19 and 2019/20",Cleveland,All,16+,All,All,12.6
White,"2017/18, 2018/19 and 2019/20",Durham,All,16+,All,All,8.7
White,"2017/18, 2018/19 and 2019/20",Northumbria,All,16+,All,All,9.0
White,"2017/18, 2018/19 and 2019/20",North West,All,16+,All,All,13.0
White,"2017/18, 2018/19 and 2019/20",Cheshire,All,16+,All,All,10.5
White,"2017/18, 2018/19 and 2019/20",Cumbria,All,16+,All,All,8.8
White,"2017/18, 2018/19 and 2019/20",Greater Manchester,All,16+,All,All,15.8
White,"2017/18, 2018/19 and 2019/20",Lancashire,All,16+,All,All,11.8
White,"2017/18, 2018/19 and 2019/20",Merseyside,All,16+,All,All,13.3
White,"2017/18, 2018/19 and 2019/20",Yorkshire and the Humber,All,16+,All,All,14.1
White,"2017/18, 2018/19 and 2019/20",Humberside,All,16+,All,All,13.6
White,"2017/18, 2018/19 and 2019/20",North Yorkshire,All,16+,All,All,10.7
White,"2017/18, 2018/19 and 2019/20",South Yorkshire,All,16+,All,All,14.6
White,"2017/18, 2018/19 and 2019/20",West Yorkshire,All,16+,All,All,15.4
White,"2017/18, 2018/19 and 2019/20",East Midlands,All,16+,All,All,15.3
White,"2017/18, 2018/19 and 2019/20",Derbyshire,All,16+,All,All,13.1
White,"2017/18, 2018/19 and 2019/20",Leicestershire,All,16+,All,All,19.6
White,"2017/18, 2018/19 and 2019/20",Lincolnshire,All,16+,All,All,13.8
White,"2017/18, 2018/19 and 2019/20",Northamptonshire,All,16+,All,All,15.3
White,"2017/18, 2018/19 and 2019/20",Nottinghamshire,All,16+,All,All,15.4
White,"2017/18, 2018/19 and 2019/20",West Midlands Region,All,16+,All,All,12.5
White,"2017/18, 2018/19 and 2019/20",Staffordshire,All,16+,All,All,9.5
White,"2017/18, 2018/19 and 2019/20",Warwickshire,All,16+,All,All,13.4
White,"2017/18, 2018/19 and 2019/20",West Mercia,All,16+,All,All,11.6
White,"2017/18, 2018/19 and 2019/20",West Midlands,All,16+,All,All,14.7
White,"2017/18, 2018/19 and 2019/20",East,All,16+,All,All,14.6
White,"2017/18, 2018/19 and 2019/20",Bedfordshire,All,16+,All,All,17.7
White,"2017/18, 2018/19 and 2019/20",Cambridgeshire,All,16+,All,All,19.9
White,"2017/18, 2018/19 and 2019/20",Essex,All,16+,All,All,14.1
White,"2017/18, 2018/19 and 2019/20",Hertfordshire,All,16+,All,All,14.2
White,"2017/18, 2018/19 and 2019/20",Norfolk,All,16+,All,All,11.5
White,"2017/18, 2018/19 and 2019/20",Suffolk,All,16+,All,All,12.0
White,"2017/18, 2018/19 and 2019/20",London,All,16+,All,All,18.2
White,"2017/18, 2018/19 and 2019/20",City of London / Metropolitan Police,All,16+,All,All,18.2
White,"2017/18, 2018/19 and 2019/20",South East,All,16+,All,All,14.6
White,"2017/18, 2018/19 and 2019/20",Hampshire,All,16+,All,All,15.4
White,"2017/18, 2018/19 and 2019/20",Kent,All,16+,All,All,15.0
White,"2017/18, 2018/19 and 2019/20",Surrey,All,16+,All,All,14.9
White,"2017/18, 2018/19 and 2019/20",Sussex,All,16+,All,All,15.5
White,"2017/18, 2018/19 and 2019/20",Thames Valley,All,16+,All,All,12.6
White,"2017/18, 2018/19 and 2019/20",South West,All,16+,All,All,12.6
White,"2017/18, 2018/19 and 2019/20",Avon and Somerset,All,16+,All,All,13.9
White,"2017/18, 2018/19 and 2019/20",Devon and Cornwall,All,16+,All,All,10.8
White,"2017/18, 2018/19 and 2019/20",Dorset,All,16+,All,All,15.0
White,"2017/18, 2018/19 and 2019/20",Gloucestershire,All,16+,All,All,13.4
White,"2017/18, 2018/19 and 2019/20",Wiltshire,All,16+,All,All,10.7
White,"2017/18, 2018/19 and 2019/20",Wales,All,16+,All,All,10.7
White,"2017/18, 2018/19 and 2019/20",Dyfed-Powys,All,16+,All,All,6.1
White,"2017/18, 2018/19 and 2019/20",Gwent,All,16+,All,All,13.0
White,"2017/18, 2018/19 and 2019/20",North Wales,All,16+,All,All,7.6
White,"2017/18, 2018/19 and 2019/20",South Wales,All,16+,All,All,13.5
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,All,All,15.8
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",North East,All,16+,All,All,9.3
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Cleveland,All,16+,All,All,16.5
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Durham,All,16+,All,All,?
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Northumbria,All,16+,All,All,5.1
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",North West,All,16+,All,All,15.7
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Cheshire,All,16+,All,All,?
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Cumbria,All,16+,All,All,?
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Greater Manchester,All,16+,All,All,18.2
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Lancashire,All,16+,All,All,10.6
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Merseyside,All,16+,All,All,11.3
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Yorkshire and the Humber,All,16+,All,All,14.6
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Humberside,All,16+,All,All,13.4
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",North Yorkshire,All,16+,All,All,?
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",South Yorkshire,All,16+,All,All,11.1
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",West Yorkshire,All,16+,All,All,15.7
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",East Midlands,All,16+,All,All,20.3
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Derbyshire,All,16+,All,All,4.8
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Leicestershire,All,16+,All,All,23.9
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Lincolnshire,All,16+,All,All,18.8
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Northamptonshire,All,16+,All,All,17.4
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Nottinghamshire,All,16+,All,All,24.3
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",West Midlands Region,All,16+,All,All,16.0
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Staffordshire,All,16+,All,All,6.8
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Warwickshire,All,16+,All,All,17.4
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",West Mercia,All,16+,All,All,5.0
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",West Midlands,All,16+,All,All,17.4
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",East,All,16+,All,All,18.7
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Bedfordshire,All,16+,All,All,20.5
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Cambridgeshire,All,16+,All,All,24.2
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Essex,All,16+,All,All,18.7
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Hertfordshire,All,16+,All,All,18.0
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Norfolk,All,16+,All,All,?
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Suffolk,All,16+,All,All,9.3
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",London,All,16+,All,All,15.5
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",City of London / Metropolitan Police,All,16+,All,All,15.5
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",South East,All,16+,All,All,14.7
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Hampshire,All,16+,All,All,16.9
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Kent,All,16+,All,All,18.9
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Surrey,All,16+,All,All,15.4
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Sussex,All,16+,All,All,15.3
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Thames Valley,All,16+,All,All,12.1
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",South West,All,16+,All,All,12.5
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Avon and Somerset,All,16+,All,All,9.8
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Devon and Cornwall,All,16+,All,All,8.9
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Dorset,All,16+,All,All,12.1
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Gloucestershire,All,16+,All,All,21.0
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Wiltshire,All,16+,All,All,17.1
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Wales,All,16+,All,All,16.4
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Dyfed-Powys,All,16+,All,All,?
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",Gwent,All,16+,All,All,18.6
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",North Wales,All,16+,All,All,?
All other Ethnic groups,"2017/18, 2018/19 and 2019/20",South Wales,All,16+,All,All,18.6
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16-24,All,All,20.1
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,25-34,All,All,17.2
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,35-44,All,All,15.9
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,45-54,All,All,15.1
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,55-64,All,All,13.0
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,65-74,All,All,8.8
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,75+,All,All,5.6
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,16-24,All,All,21.4
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,25-34,All,All,20.0
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,35-44,All,All,22.0
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,45-54,All,All,20.0
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,55-64,All,All,15.5
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,65-74,All,All,12.3
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,75+,All,All,?
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16-24,All,All,14.5
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,25-34,All,All,16.2
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,35-44,All,All,16.7
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,45-54,All,All,16.9
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,55-64,All,All,12.6
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,65-74,All,All,9.2
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,75+,All,All,11.2
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16-24,All,All,14.8
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,25-34,All,All,19.7
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,35-44,All,All,15.5
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,45-54,All,All,15.2
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,55-64,All,All,13.7
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,65-74,All,All,11.3
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,75+,All,All,5.9
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16-24,All,All,15.7
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,25-34,All,All,15.5
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,35-44,All,All,16.5
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,45-54,All,All,16.7
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,55-64,All,All,15.4
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,65-74,All,All,?
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,75+,All,All,?
White,"2017/18, 2018/19 and 2019/20",England and Wales,Male ,16+,All,All,14.3
White,"2017/18, 2018/19 and 2019/20",England and Wales,Female,16+,All,All,13.6
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,Male ,16+,All,All,21.2
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,Female,16+,All,All,18.7
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,Male ,16+,All,All,15.2
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,Female,16+,All,All,15.4
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,Male ,16+,All,All,14.5
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,Female,16+,All,All,15.7
Other,"2017/18, 2018/19 and 2019/20",England and Wales,Male ,16+,All,All,14.6
Other,"2017/18, 2018/19 and 2019/20",England and Wales,Female,16+,All,All,16.9
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Managerial and professional occupations,All,14.1
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Intermediate occupations,All,13.4
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Routine and manual occupations,All,13.3
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Never worked and long-term unemployed,All,14.0
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Full time students,All,19.9
White,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Not classified,All,9.3
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Managerial and professional occupations,All,23.4
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Intermediate occupations,All,16.3
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Routine and manual occupations,All,20.9
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Never worked and long-term unemployed,All,24.8
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Full time students,All,15.0
Mixed/Multiple,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Not classified,All,?
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Managerial and professional occupations,All,17.6
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Intermediate occupations,All,16.7
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Routine and manual occupations,All,13.5
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Never worked and long-term unemployed,All,12.8
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Full time students,All,13.9
Asian/Asian British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Not classified,All,8.0
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Managerial and professional occupations,All,17.3
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Intermediate occupations,All,17.2
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Routine and manual occupations,All,14.6
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Never worked and long-term unemployed,All,6.1
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Full time students,All,15.2
Black/African/Caribbean/Black British,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Not classified,All,6.8
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Managerial and professional occupations,All,17.5
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Intermediate occupations,All,16.3
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Routine and manual occupations,All,14.4
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Never worked and long-term unemployed,All,11.9
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Full time students,All,17.8
Other,"2017/18, 2018/19 and 2019/20",England and Wales,All,16+,Not classified,All,?
White British,2018/19,England and Wales,All,16+,All,All,14.5
White Irish,2018/19,England and Wales,All,16+,All,All,13.0
Gypsy or Irish traveller,2018/19,England and Wales,All,16+,All,All,?
Any other White background,2018/19,England and Wales,All,16+,All,All,17.2
Mixed White and Black Caribbean,2018/19,England and Wales,All,16+,All,All,23.0
Mixed White and Black African,2018/19,England and Wales,All,16+,All,All,?
Mixed White and Asian,2018/19,England and Wales,All,16+,All,All,12.2
Any other Mixed/Multiple ethnic background,2018/19,England and Wales,All,16+,All,All,25.4
Indian,2018/19,England and Wales,All,16+,All,All,14.4
Pakistani,2018/19,England and Wales,All,16+,All,All,16.7
Bangladeshi,2018/19,England and Wales,All,16+,All,All,10.7
Chinese,2018/19,England and Wales,All,16+,All,All,13.7
Any other Asian background,2018/19,England and Wales,All,16+,All,All,16.3
Black African,2018/19,England and Wales,All,16+,All,All,17.4
Black Caribbean,2018/19,England and Wales,All,16+,All,All,15.9
Any other Black background,2018/19,England and Wales,All,16+,All,All,8.7
Arab,2018/19,England and Wales,All,16+,All,All,20.6
Any other ethnic group,2018/19,England and Wales,All,16+,All,All,11.1
All,2018/19,England and Wales,All,16+,All,All,14.9
Asian,2018/19,England and Wales,All,16+,All,All,14.8
Black,2018/19,England and Wales,All,16+,All,All,16.4
Mixed,2018/19,England and Wales,All,16+,All,All,18.7
Other,2018/19,England and Wales,All,16+,All,All,14.6
White,2018/19,England and Wales,All,16+,All,All,14.7
White British,2019/20,England and Wales,All,16+,All,All,12.7
White Irish,2019/20,England and Wales,All,16+,All,All,11.6
Gypsy or Irish traveller,2019/20,England and Wales,All,16+,All,All,?
Any other White background,2019/20,England and Wales,All,16+,All,All,14.5
Mixed White and Black Caribbean,2019/20,England and Wales,All,16+,All,All,25.4
Mixed White and Black African,2019/20,England and Wales,All,16+,All,All,17.9
Mixed White and Asian,2019/20,England and Wales,All,16+,All,All,14.2
Any other Mixed/Multiple ethnic background,2019/20,England and Wales,All,16+,All,All,20.6
Indian,2019/20,England and Wales,All,16+,All,All,15.3
Pakistani,2019/20,England and Wales,All,16+,All,All,18.3
Bangladeshi,2019/20,England and Wales,All,16+,All,All,14.1
Chinese,2019/20,England and Wales,All,16+,All,All,9.6
Any other Asian background,2019/20,England and Wales,All,16+,All,All,11.9
Black African,2019/20,England and Wales,All,16+,All,All,14.0
Black Caribbean,2019/20,England and Wales,All,16+,All,All,15.1
Any other Black background,2019/20,England and Wales,All,16+,All,All,14.1
Arab,2019/20,England and Wales,All,16+,All,All,17.0
Any other ethnic group,2019/20,England and Wales,All,16+,All,All,14.5
All,2019/20,England and Wales,All,16+,All,All,13.3
Asian,2019/20,England and Wales,All,16+,All,All,14.9
Black,2019/20,England and Wales,All,16+,All,All,14.3
Mixed,2019/20,England and Wales,All,16+,All,All,19.5
Other,2019/20,England and Wales,All,16+,All,All,15.5
White,2019/20,England and Wales,All,16+,All,All,12.9
